age,sex,marital_status,residence,education,occupation,out_of_region_employment,family_members,family_disabilities,house_floor,earthquake80,political_orientation,shocks,fear,anxiety,physiological_symptoms,decision_timeliness,insomnia,seismic_concern,abroad,out_of_region,out_of_region_earthquake,change_of_residence,change_of_residence_earthquake,red_zone_frequency,radio_info,TV_info,social_media_info,newspaper_info,app_info,municipal_institutions_trust,regional_institutions_trust,national_institutions_trust,INGV_trust,security,reception_centers,property_house,housing_type,elevator,n_vehicles,vehicle_type,end_of_month,salary
53,Female,Married,Napoli,Postgraduate Degree,Employee,No,4,No,2,Yes,Left,2,2,2,1,3,2,2,Yes,Yes,No,Yes,No,No,3,3,3,3,3,2,2,1,3,2,No,Yes,Apartment,Yes,1,Car,3,
45,Female,Married,Pozzuoli,Lower Secondary School,Unemployed,No,4,No,5,Yes,Left,4,4,4,3,3,3,4,No,No,No,No,No,Yes,3,3,3,2,4,2,2,2,2,3,No,No,Apartment,Yes,2,Car,5,Between €15000 and €28000
32,Female,Unmarried,Napoli,Degree,Employee,No,5,No,3,No,None,2,4,4,4,4,2,4,Yes,Yes,No,Yes,No,Yes,3,1,3,1,1,2,1,1,4,1,Yes,No,Apartment,Yes,1,Car,2,
63,Female,Married,Pozzuoli,Upper Secondary School,Unemployed,No,2,No,0 (Ground Floor),Yes,Left,2,2,2,2,4,4,4,Yes,No,No,No,Yes,Yes,1,1,2,2,4,2,2,1,3,3,Yes,Yes,Villa/Small Villa,No,1,Car,3,Between €15000 and €28000
45,Male,Unmarried,Pozzuoli,Postgraduate Degree,Self-Employed,No,5,No,1,Yes,Left,2,1,1,1,4,1,2,Yes,Yes,No,Yes,No,Yes,3,2,4,2,3,2,3,2,4,3,Yes,Yes,Villa/Small Villa,No,4,Car,1,Up to €15000
24,Female,Unmarried,Pozzuoli,Postgraduate Degree,Self-Employed,No,4,No,4,No,Left,4,4,4,3,3,4,5,Yes,Yes,No,Yes,No,Yes,2,2,3,2,4,2,2,2,3,2,Yes,Yes,Apartment,Yes,0,None,2,
19,Male,Unmarried,Salerno,Upper Secondary School,Student,No,3,No,3,No,Left,1,2,2,2,3,2,2,Yes,Yes,No,Yes,No,Yes,3,3,4,3,4,2,2,3,3,2,No,No,Apartment,No,0,None,3,Up to €15000
22,Female,Unmarried,Massa Lubrense,Degree,Student,No,4,No,0 (Ground Floor),No,Left,1,1,1,1,1,1,2,Yes,Yes,No,No,No,No,2,2,3,2,2,2,3,2,3,2,No,Yes,Apartment,No,2,Car,2,Between €15000 and €28000
27,Male,Unmarried,Poggiomarino,Degree,Self-Employed,No,4,No,0 (Ground Floor),No,Right,1,1,2,1,3,1,4,Yes,Yes,Yes,Yes,Yes,Yes,2,3,2,3,3,2,3,2,4,2,No,Yes,Apartment,No,2,Car and Motorcycle,2,Between €28000 and €50000
25,Female,Cohabiting,Reggio Emilia,Postgraduate Degree,Employee,Yes,2,No,Over 5,No,Left,4,3,4,1,5,2,3,Yes,Yes,No,Yes,No,Yes,1,2,3,3,5,3,1,2,5,1,No,No,Apartment,Yes,0,None,1,Up to €15000
22,Female,Unmarried,Napoli,Degree,Student,No,4,No,2,No,Left,1,1,1,1,1,1,3,Yes,Yes,No,No,No,No,2,2,4,1,4,2,2,2,4,1,No,Yes,Apartment,Yes,1,Car,2,Between €15000 and €28000
20,Female,Unmarried,Giugliano,Upper Secondary School,Student,No,5,No,1,No,None,2,2,2,1,3,4,1,Yes,Yes,No,Yes,No,Yes,2,1,4,3,3,2,2,3,5,1,No,Yes,Villa/Small Villa,No,1,Car,3,Up to €15000
24,Female,Unmarried,Saviano,Upper Secondary School,Student Worker,No,2,No,0 (Ground Floor),No,None,1,2,3,1,1,2,2,Yes,Yes,No,Yes,No,Yes,2,2,2,2,2,2,2,2,2,2,No,No,Apartment,No,1,Car,3,Up to €15000
21,Female,Unmarried,Napoli,Upper Secondary School,Student,No,4,No,Over 5,No,Left,1,2,3,2,3,3,5,Yes,Yes,No,Yes,Yes,Yes,2,3,3,3,3,2,3,3,4,1,No,Yes,Apartment,No,2,Car,2,Between €15000 and €28000
22,Female,Unmarried,Marano,Upper Secondary School,Student,No,3,Yes,2,No,,4,4,5,3,4,3,3,Yes,Yes,No,No,No,Yes,2,2,2,2,3,1,1,1,3,1,No,No,Apartment,No,2,Car,4,Up to €15000
24,Female,Unmarried,Santa Maria La Carità,Degree,Student,No,5,No,0 (Ground Floor),No,Left,1,3,3,1,3,3,5,Yes,Yes,No,Yes,No,No,4,4,4,5,5,5,5,5,5,2,No,Yes,Villa/Small Villa,No,2,Car,3,
20,Female,Unmarried,Napoli,Upper Secondary School,Student,Yes,4,No,1,No,,4,4,4,3,2,3,3,No,Yes,No,Yes,Yes,Yes,3,3,3,3,4,2,2,1,3,3,No,Yes,Apartment,No,1,Car,3,Up to €15000
23,Male,Unmarried,Cercola,Upper Secondary School,Student,Yes,2,No,0 (Ground Floor),No,Left,1,1,1,1,1,1,1,Yes,Yes,No,Yes,No,Yes,2,2,1,1,2,2,3,3,4,3,No,Yes,Apartment,No,2,Car and Motorcycle,2,Between €15000 and €28000
20,Female,Unmarried,Napoli,Upper Secondary School,Student Worker,No,5,No,3,No,Left,3,3,4,3,2,4,4,Yes,Yes,No,Yes,No,No,3,3,3,3,4,2,3,3,4,2,Yes,Yes,Apartment,Yes,2,Car,2,Up to €15000
19,Female,Unmarried,Napoli,Upper Secondary School,Student,No,4,No,3,No,,1,2,2,1,3,1,3,Yes,Yes,No,Yes,No,No,3,3,2,3,3,2,2,2,4,3,No,Yes,Apartment,No,2,Car,2,Up to €15000
25,Female,Married,Marano,Degree,Student,No,2,No,2,No,None,4,5,5,4,2,3,5,Yes,Yes,No,Yes,Yes,No,1,1,3,1,5,2,2,2,2,2,Yes,Yes,Apartment,No,1,Car,2,
22,Female,Unmarried,Napoli,Upper Secondary School,Student,No,4,No,2,No,None,3,3,4,3,2,2,4,Yes,Yes,Yes,Yes,Yes,Yes,3,3,2,3,3,3,4,4,4,2,Yes,Yes,Apartment,No,2,Car,3,Up to €15000
24,Female,Unmarried,Aversa,Degree,Student,No,4,No,4,No,,1,3,3,1,3,1,4,Yes,Yes,No,Yes,No,No,3,2,3,3,4,2,3,2,4,2,Yes,Yes,Apartment,Yes,1,Car,1,Between €15000 and €28000
21,Female,Unmarried,Napoli,Upper Secondary School,Student,No,4,No,3,No,Left,3,3,3,1,1,1,2,No,Yes,No,Yes,No,Yes,2,2,3,2,3,1,1,1,4,1,No,No,Apartment,Yes,0,None,1,Between €15000 and €28000
21,Female,Unmarried,Pozzuoli,Upper Secondary School,Student,No,5,No,2,No,None,5,5,4,3,2,4,5,Yes,Yes,No,Yes,Yes,Yes,2,3,4,2,4,1,1,1,4,1,Yes,Yes,Apartment,Yes,2,Car,3,Up to €15000
23,Female,Unmarried,Napoli,Degree,Student,No,Over 5,No,5,No,,2,3,3,2,4,1,3,No,Yes,No,No,No,Yes,3,3,3,3,3,3,3,3,3,2,No,No,Apartment,No,2,Car,3,Up to €15000
90,Female,Widowed,Pozzuoli,Elementary School,Retired,No,1,No,3,Yes,,3,3,4,2,4,2,2,Yes,No,No,No,No,Yes,2,5,1,3,1,3,3,3,4,1,No,No,Apartment,Yes,0,None,2,Up to €15000
21,Female,Unmarried,Napoli,Upper Secondary School,Student,No,5,No,1,No,,3,4,4,2,3,4,4,Yes,No,No,No,No,No,3,3,3,3,3,3,3,3,3,2,No,Yes,Apartment,No,3,Car and Motorcycle,2,Between €15000 and €28000
19,Female,Unmarried,Napoli,Upper Secondary School,Student,No,5,No,5,No,Left,2,4,5,3,5,3,5,No,Yes,Yes,Yes,Yes,No,3,3,3,3,3,3,3,3,3,3,No,Yes,Apartment,Yes,0,None,4,Up to €15000
20,Female,Unmarried,Napoli,Upper Secondary School,Student,No,3,No,1,No,Right,2,3,3,1,1,1,3,Yes,Yes,No,Yes,No,No,1,3,5,4,4,2,2,2,3,1,No,Yes,Apartment,Yes,0,None,5,Up to €15000
19,Female,Unmarried,Senise,Upper Secondary School,Student,No,5,No,3,No,Left,2,2,2,1,3,1,3,Yes,Yes,No,Yes,No,Yes,3,3,4,3,3,3,3,2,4,3,No,No,Apartment,No,0,None,2,Up to €15000
19,Female,Unmarried,Napoli,Upper Secondary School,Student,No,Over 5,No,5,No,Left,1,3,2,1,2,1,1,Yes,Yes,No,Yes,No,No,3,4,2,2,1,2,2,3,4,3,No,No,Apartment,Yes,1,Car,3,Between €28000 and €50000
24,Female,Unmarried,Afragola,Degree,Student Worker,No,4,Yes,2,No,,2,2,3,1,1,3,4,Yes,Yes,Yes,Yes,Yes,No,2,3,4,2,1,2,2,2,3,1,No,Yes,Apartment,No,0,None,3,
20,Male,Unmarried,Pompei,Upper Secondary School,Student,No,3,No,2,No,Center,2,3,3,1,3,3,4,Yes,Yes,No,Yes,No,Yes,3,3,4,3,4,3,4,3,5,2,No,Yes,Apartment,Yes,1,Car,2,
23,Female,Unmarried,Quarto,Upper Secondary School,Student,No,4,No,3,No,None,3,4,4,3,5,4,5,Yes,Yes,No,Yes,Yes,Yes,1,2,2,2,4,3,3,3,5,3,Yes,Yes,Apartment,No,3,Car and Motorcycle,3,Between €15000 and €28000
21,Female,Unmarried,Napoli,Upper Secondary School,Student,No,5,No,Over 5,No,None,3,4,4,2,3,3,4,No,No,No,No,Yes,Yes,3,3,4,4,5,3,3,3,4,2,Yes,Yes,Apartment,Yes,2,Car,2,
19,Male,Unmarried,Casalnuovo,Upper Secondary School,Student,No,5,Yes,1,No,,1,1,2,1,3,1,3,No,Yes,No,Yes,No,No,4,3,3,3,3,2,3,3,3,2,No,No,Apartment,Yes,2,Car,3,Between €15000 and €28000
26,Female,Unmarried,Qualiano,Degree,Student,No,5,No,2,No,Left,3,2,3,2,2,1,3,Yes,Yes,No,No,No,Yes,2,2,3,2,3,1,2,2,4,2,No,Yes,Apartment,No,2,Car,3,Up to €15000
25,Female,Unmarried,Napoli,Degree,Student,No,4,No,2,No,Left,2,3,4,3,1,1,5,Yes,No,No,Yes,Yes,Yes,3,4,4,2,2,1,1,1,1,1,No,Yes,Apartment,No,2,Car,2,Between €15000 and €28000
28,Male,Unmarried,Pozzuoli,Postgraduate Degree,Self-Employed,No,3,No,0 (Ground Floor),No,,4,3,2,3,3,4,4,No,Yes,No,Yes,Yes,Yes,2,2,3,2,1,3,2,1,3,1,Yes,Yes,Villa/Small Villa,No,2,Car,3,Between €15000 and €28000
20,Female,Unmarried,Casandrino,Upper Secondary School,Student,No,4,No,1,No,Left,1,3,3,2,2,3,4,Yes,Yes,No,Yes,No,Yes,4,4,5,3,4,2,3,3,4,2,No,Yes,Apartment,No,0,None,1,Up to €15000
18,Female,Unmarried,Napoli,Upper Secondary School,Student,No,3,No,2,No,,1,4,4,3,3,3,4,No,No,No,No,No,No,5,5,5,5,5,2,2,2,2,2,No,Yes,Apartment,Yes,2,Car,2,Up to €15000
22,Female,Unmarried,Quarto,Upper Secondary School,Student,No,4,No,0 (Ground Floor),No,Left,3,3,4,1,2,1,3,Yes,Yes,No,Yes,No,Yes,1,1,1,1,2,2,2,1,3,1,Yes,Yes,Other,No,2,Car,2,
39,Female,Unmarried,Casoria,Degree,Student,No,2,No,1,No,,1,1,3,1,4,1,1,Yes,Yes,No,Yes,No,Yes,2,2,3,4,5,3,5,3,4,2,Yes,Yes,Apartment,Yes,0,None,3,Up to €15000
19,Female,Unmarried,Napoli,Upper Secondary School,Student,No,2,No,1,No,Left,1,3,3,1,1,2,4,No,Yes,Yes,Yes,Yes,Yes,2,2,4,3,3,3,3,3,3,2,No,No,Apartment,No,1,Car,4,Up to €15000
19,Female,Unmarried,Morcone,Upper Secondary School,Student,No,4,No,0 (Ground Floor),No,Left,3,4,4,2,3,3,4,Yes,Yes,No,Yes,No,No,4,4,4,4,4,3,4,4,4,2,Yes,Yes,Villa/Small Villa,No,4,Car,2,Up to €15000
28,Female,Unmarried,Castellammare Di Stabia,Degree,Unemployed,No,5,No,2,No,Left,1,5,5,3,1,1,4,Yes,Yes,No,Yes,No,Yes,1,1,1,1,1,1,2,1,3,1,No,Yes,Apartment,No,0,None,5,Up to €15000
23,Female,Unmarried,Napoli,Upper Secondary School,Student,No,4,No,3,No,,4,4,4,3,3,4,5,Yes,Yes,Yes,No,Yes,Yes,2,3,3,3,4,2,2,1,2,2,No,Yes,Apartment,Yes,1,Car,3,
40,Female,Married,Napoli,Lower Secondary School,Unemployed,No,4,No,2,No,,3,5,5,3,2,5,5,No,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,3,1,No,Yes,Apartment,No,1,Car,5,
30,Female,Unmarried,Pozzuoli,Degree,Employee,No,4,No,2,No,None,3,4,4,1,5,5,4,Yes,Yes,No,Yes,No,Yes,1,1,1,1,3,1,1,1,3,2,Yes,Yes,Apartment,No,2,Car,3,Up to €15000
21,Male,Unmarried,Napoli,Upper Secondary School,Student Worker,No,5,No,0 (Ground Floor),No,,3,2,3,1,3,1,4,Yes,Yes,Yes,Yes,Yes,Yes,2,2,5,2,3,1,3,3,4,2,Yes,Yes,Villa/Small Villa,No,1,Car and Motorcycle,4,Up to €15000
30,Female,Unmarried,Quarto,Degree,Self-Employed,No,4,No,3,No,,3,4,3,3,1,2,3,Yes,No,No,Yes,Yes,Yes,1,1,1,1,2,1,1,1,2,3,Yes,Yes,Apartment,No,0,None,4,
45,Female,Married,Casalnuovo,Degree,Employee,No,5,No,5,Yes,Right,5,5,5,4,3,2,4,Yes,Yes,Yes,Yes,No,Yes,2,2,4,2,4,1,1,1,4,3,Yes,Yes,Apartment,Yes,2,Car,3,Up to €15000
21,Female,Unmarried,Napoli,Degree,Student,No,4,No,Over 5,No,Left,1,1,1,1,1,1,1,Yes,Yes,No,Yes,No,Yes,3,3,3,4,5,1,3,1,5,3,Yes,Yes,Apartment,Yes,3,Car and Motorcycle,3,Between €28000 and €50000
19,Female,Unmarried,Scafati,Upper Secondary School,Student,No,4,No,1,No,,1,3,3,1,4,3,4,Yes,Yes,No,No,No,Yes,2,4,5,2,4,3,2,2,4,2,Yes,Yes,Apartment,No,3,Car,2,Between €28000 and €50000
50,Female,Widowed,Napoli,Upper Secondary School,Employee,No,3,No,1,Yes,,4,4,5,3,3,5,5,Yes,No,No,No,Yes,Yes,1,1,2,1,2,1,1,1,2,1,No,Yes,Apartment,Yes,1,Car,3,
83,Male,Married,Napoli,Degree,Self-Employed,No,2,No,Over 5,Yes,Left,3,2,1,1,1,1,1,Yes,Yes,No,No,No,Yes,2,1,1,2,1,2,2,3,3,2,Yes,Yes,Apartment,Yes,2,Car and Motorcycle,2,Between €28000 and €50000
66,Female,Divorced,Quarto,Degree,Retired,No,1,No,4,Yes,Left,3,4,4,3,4,4,4,Yes,No,No,No,No,Yes,3,3,4,3,5,1,2,3,4,4,Yes,Yes,Apartment,Yes,1,Car and Motorcycle,3,Between €28000 and €50000
38,Female,Married,Napoli,Upper Secondary School,Self-Employed,No,4,No,2,No,None,2,3,3,2,1,2,4,Yes,Yes,No,No,No,Yes,3,2,2,2,1,1,2,1,3,3,No,No,Apartment,No,2,Car,3,Up to €15000
57,Female,Married,Quarto,Upper Secondary School,Unemployed,No,3,Yes,1,Yes,Left,3,3,3,3,2,1,3,Yes,No,No,No,No,Yes,3,2,3,2,3,2,3,1,4,1,Yes,No,Apartment,No,1,Car,4,Up to €15000
68,Male,Married,Napoli,Postgraduate Degree,Self-Employed,No,Over 5,No,3,Yes,None,4,4,2,1,4,1,2,Yes,Yes,No,Yes,Yes,Yes,3,3,3,1,4,1,1,1,2,1,Yes,Yes,Apartment,Yes,2,Car,3,Over €50000
63,Female,Cohabiting,Napoli,Degree,Employee,No,2,No,1,Yes,,3,3,3,4,3,4,4,Yes,No,No,No,No,No,3,3,3,3,3,3,3,3,3,2,No,Yes,Apartment,Yes,2,Car,3,
46,Female,Cohabiting,Napoli,Degree,Employee,No,4,No,2,Yes,Left,3,3,3,3,3,2,3,Yes,Yes,No,No,No,No,3,2,1,3,3,2,3,2,4,1,No,Yes,Apartment,Yes,3,Car,2,Between €28000 and €50000
62,Female,Married,Somma Vesuviana,Degree,Employee,No,Over 5,No,3,Yes,Left,4,4,5,1,3,1,5,Yes,No,No,Yes,Yes,Yes,1,1,1,1,1,1,1,1,3,1,Yes,Yes,Apartment,Yes,1,Car,4,Between €28000 and €50000
63,,Married,Saviano,Degree,Employee,No,2,No,1,Yes,Right,1,3,2,2,4,3,2,Yes,No,No,Yes,No,No,3,3,3,3,3,2,1,3,5,1,Yes,Yes,Villa/Small Villa,No,2,Car,2,
59,Female,Unmarried,Napoli,Postgraduate Degree,Employee,No,1,No,2,Yes,Left,3,5,4,2,4,3,5,Yes,Yes,No,Yes,No,Yes,4,3,3,3,3,2,3,2,5,1,Yes,Yes,Apartment,No,1,Car,3,Between €15000 and €28000
51,Female,Married,Napoli,Postgraduate Degree,Employee,Yes,4,No,0 (Ground Floor),Yes,,1,2,2,1,1,1,1,Yes,Yes,No,Yes,No,Yes,5,1,1,1,4,3,3,3,5,4,Yes,Yes,Villa/Small Villa,No,5,Car and Motorcycle,2,
44,Female,Married,Napoli,Upper Secondary School,Employee,No,5,Yes,0 (Ground Floor),Yes,None,2,3,2,2,2,2,3,Yes,Yes,No,Yes,No,Yes,3,3,3,3,3,1,1,1,3,1,Yes,Yes,Villa/Small Villa,No,1,Car,2,Between €15000 and €28000
43,Female,Married,Napoli,Upper Secondary School,Unemployed,No,4,No,2,No,,2,1,2,4,4,3,2,Yes,No,No,No,No,No,3,3,4,3,3,1,1,1,3,1,Yes,No,Apartment,No,1,Car,5,Up to €15000
61,Female,Married,Somma Vesuviana,Degree,Employee,No,5,No,1,Yes,Left,4,4,4,2,3,5,4,Yes,Yes,Yes,Yes,Yes,Yes,3,3,4,3,2,2,3,3,4,2,No,Yes,Villa/Small Villa,No,2,Car and Motorcycle,3,
54,Female,Separated,Pozzuoli,Postgraduate Degree,Employee,No,3,No,1,No,None,3,3,3,2,3,3,4,Yes,Yes,Yes,Yes,Yes,Yes,3,2,4,2,4,2,2,2,4,3,Yes,Yes,Villa/Small Villa,No,2,Car,2,Between €28000 and €50000
43,Female,Married,Napoli,Upper Secondary School,Employee,No,4,No,1,Yes,,4,3,3,3,4,4,4,Yes,Yes,Yes,Yes,Yes,Yes,3,1,4,3,3,2,2,2,3,1,No,Yes,Apartment,No,2,Car and Motorcycle,3,
51,Female,Unmarried,Pozzuoli,Postgraduate Degree,Self-Employed,No,2,No,4,Yes,Right,2,2,2,2,4,3,3,Yes,No,No,No,No,Yes,1,1,3,2,2,1,2,2,3,1,Yes,Yes,Apartment,Yes,2,Car and Motorcycle,1,Between €28000 and €50000
64,Female,Unmarried,Napoli,Degree,Employee,No,2,No,Over 5,Yes,,3,4,4,2,2,2,5,Yes,Yes,Yes,Yes,Yes,Yes,3,2,3,2,3,2,1,1,2,1,Yes,Yes,Apartment,Yes,1,Car,3,Between €15000 and €28000
41,Female,Unmarried,Napoli,Degree,Employee,No,3,No,3,No,,4,5,5,4,4,5,4,Yes,Yes,Yes,Yes,Yes,Yes,4,3,3,3,4,3,3,3,4,2,Yes,Yes,Apartment,Yes,0,None,3,
45,Female,Married,Scafati,Upper Secondary School,Self-Employed,No,5,No,0 (Ground Floor),Yes,None,1,3,3,1,5,3,5,Yes,No,No,No,No,No,3,3,5,3,3,2,2,2,3,1,Yes,Yes,Villa/Small Villa,No,1,Car,3,Up to €15000
56,Female,Married,Napoli,Upper Secondary School,Unemployed,No,4,No,1,Yes,,4,5,5,2,4,5,5,Yes,No,Yes,Yes,Yes,Yes,2,3,3,3,3,3,3,2,3,2,No,Yes,Apartment,Yes,2,Car,4,
70,Female,Married,Pozzuoli,Upper Secondary School,Retired,No,2,No,2,Yes,Left,3,4,4,4,3,4,4,Yes,No,Yes,No,Yes,Yes,1,1,3,2,4,2,2,2,3,2,Yes,Yes,Apartment,No,2,Car,3,
47,Female,Cohabiting,Bacoli,Upper Secondary School,Employee,No,5,No,0 (Ground Floor),Yes,None,1,1,1,1,1,1,2,Yes,No,No,No,No,Yes,2,4,3,3,3,3,3,3,3,2,No,Yes,Apartment,No,2,Car,3,
45,Female,Married,Napoli,Degree,Employee,No,2,No,1,Yes,Left,4,4,4,2,2,3,4,Yes,Yes,No,Yes,Yes,Yes,1,3,1,1,4,1,1,1,3,2,Yes,No,Apartment,Yes,1,Car,1,Between €28000 and €50000
56,Male,Married,Quarto,Upper Secondary School,Employee,No,2,No,3,Yes,Left,3,3,2,1,2,1,3,Yes,Yes,No,No,No,Yes,1,1,3,1,3,1,1,2,4,2,Yes,Yes,Apartment,Yes,2,Car,3,Between €28000 and €50000
28,Female,Unmarried,Napoli,Degree,Student,No,4,No,1,No,,3,4,5,3,2,5,5,Yes,Yes,Yes,Yes,Yes,Yes,1,1,3,3,4,1,1,2,4,2,Yes,Yes,Apartment,No,2,Car,2,
61,Male,Married,Napoli,Degree,Employee,No,4,No,2,Yes,,3,2,2,1,2,1,3,Yes,Yes,No,Yes,No,Yes,2,2,4,3,4,3,3,2,4,2,Yes,Yes,Apartment,Yes,2,Car,2,
19,Female,Unmarried,Sparanise,Upper Secondary School,Student,No,3,No,4,No,,2,1,1,1,2,1,4,Yes,Yes,No,Yes,No,No,2,2,2,2,2,2,2,2,3,1,No,Yes,Apartment,Yes,0,None,3,
51,Male,Married,Quarto,Degree,Self-Employed,No,4,No,1,Yes,,1,2,2,1,3,3,5,Yes,Yes,No,Yes,No,Yes,4,4,3,3,3,4,4,3,4,3,No,Yes,Villa/Small Villa,No,3,Car and Motorcycle,1,
37,Female,Divorced,Pozzuoli,Degree,Self-Employed,No,4,No,1,No,Left,2,3,3,1,2,5,5,Yes,Yes,Yes,Yes,Yes,Yes,1,3,5,3,5,2,3,3,4,2,Yes,Yes,Villa/Small Villa,No,1,Car,1,
27,Male,Unmarried,Somma Vesuviana,Degree,Student,No,Over 5,No,3,No,None,1,1,1,1,3,1,3,Yes,Yes,No,Yes,No,Yes,3,3,4,3,4,2,2,1,4,2,No,Yes,Apartment,Yes,0,None,3,Up to €15000
32,Female,Cohabiting,Siracusa,Degree,Self-Employed,Yes,2,No,2,No,Left,3,2,2,2,3,3,1,No,Yes,No,Yes,No,Yes,2,2,3,2,3,3,3,3,4,2,No,Yes,Villa/Small Villa,No,2,Car and Motorcycle,2,Between €28000 and €50000
25,Female,Unmarried,Albenga,Degree,Student Worker,Yes,4,No,3,No,,2,2,2,1,2,1,2,Yes,No,No,Yes,No,No,1,2,2,2,2,2,2,3,3,3,No,No,Apartment,Yes,0,None,3,Up to €15000
51,Female,Separated,Somma Vesuviana,Postgraduate Degree,Self-Employed,No,2,No,2,Yes,Center,3,3,3,2,2,3,3,Yes,Yes,Yes,Yes,Yes,Yes,2,2,2,2,2,1,1,1,2,1,No,Yes,Apartment,No,1,Car,2,Between €15000 and €28000
31,Male,Unmarried,Pozzuoli,Upper Secondary School,Self-Employed,No,5,Yes,0 (Ground Floor),No,,2,4,3,1,3,2,2,Yes,No,No,No,No,Yes,3,2,3,2,4,2,2,2,4,3,No,No,Apartment,No,2,Car and Motorcycle,3,Up to €15000
34,Male,Cohabiting,Roma,Degree,Employee,Yes,1,No,2,No,Left,3,2,4,4,4,2,3,Yes,Yes,Yes,Yes,Yes,Yes,5,5,3,1,5,4,4,4,5,1,Yes,Yes,Apartment,No,1,Car,1,Between €15000 and €28000
30,Female,Unmarried,Napoli,Degree,Self-Employed,Yes,4,No,2,No,,2,3,3,2,3,3,3,Yes,Yes,No,Yes,No,Yes,2,2,2,3,3,2,2,2,3,1,No,No,Apartment,Yes,0,None,1,
38,Female,Unmarried,Napoli,Upper Secondary School,Unemployed,No,3,No,2,No,,4,5,5,4,4,4,4,Yes,Yes,No,No,No,No,2,2,4,3,4,2,1,2,3,1,No,Yes,Apartment,No,1,Car,3,
39,Male,Unmarried,Qualiano,Upper Secondary School,Unemployed,No,3,No,1,No,Left,2,3,3,1,4,4,4,Yes,No,No,Yes,Yes,No,1,1,5,1,4,1,2,2,3,1,Yes,Yes,Apartment,No,2,Car,3,
